,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
250,12,35814,9.33,2.66,516.1466165,45857,594.6959,570.0959,35060.02107,44577.59361,518.4839096,0.222001077,40461.27602,1.040522338,42035.32056,480.3822903,5.898556036,6.44E-12,4.52E-08,0.985211535
251,12.5,35814,9.77,2.72,504.4477941,45595,594.6959,568.4959,35060.02107,44330.93918,506.7399216,0.217824871,40308.29053,1.039327997,41878.48695,478.589986,5.764861157,6.48E-12,4.53E-08,0.985546503
252,13,35814,10.2,2.77,493.6,45343,594.6959,566.7959,35060.02107,44093.61729,495.8496481,0.212833032,40167.27724,1.03814722,41720.53763,476.7849312,5.640891882,6.50E-12,4.53E-08,0.985857121
253,13.5,35814,10.7,2.81,484.5790036,45099,594.6959,565.1959,35060.02107,43863.75297,486.7931767,0.208663296,40037.07975,1.037141352,41585.50764,475.2418,5.537799367,6.51E-12,4.52E-08,0.986115434
254,14,35814,11.1,2.86,475.7073427,44863,594.6959,563.3959,35060.02107,43641.35356,477.8862076,0.20447015,39902.08653,1.036165466,41444.35295,473.6286753,5.436413467,6.55E-12,4.53E-08,0.986369483
255,14.5,35814,11.6,2.9,465.8931034,44636,594.6959,561.6959,35060.02107,43427.36895,468.0325952,0.200271935,39779.82251,1.035319241,41297.62492,471.9518582,5.324255724,6.57E-12,4.53E-08,0.986650533
256,15,35814,12,2.95,458.6267797,44416,594.6959,559.8959,35060.02107,43219.92068,460.7368866,0.196051983,39656.1361,1.034383514,41167.10146,470.4602278,5.241215718,6.62E-12,4.55E-08,0.986858625
257,15.5,35814,12.5,2.97,451.8737374,44202,594.6959,558.0959,35060.02107,43018.07119,453.9562348,0.191809244,39541.90114,1.033447949,41035.98312,468.9617992,5.164041525,6.61E-12,4.52E-08,0.987052026
258,6.49,35816,4.52,1.98,755.3358586,51127,614.6959,605.3959,35061.92944,49520.6672,758.452918,0.304621391,43687.09978,1.06635944,45396.7136,518.7965017,8.632025756,6.04E-12,4.48E-08,0.978368192
259,6.99,35816,4.91,2.1,710.3147619,50675,614.6959,604.2959,35061.92944,49098.06183,713.3012707,0.297533944,43366.46552,1.06338365,45066.26549,515.0201199,8.117521828,6.10E-12,4.52E-08,0.979655961
260,7.49,35816,5.31,2.18,670.0559633,50248,614.6959,603.0959,35061.92944,48698.59855,672.9164009,0.291967287,43070.19028,1.061098195,44751.94287,511.4280212,7.657441742,6.08E-12,4.49E-08,0.980807776
261,7.99,35816,5.71,2.28,636.9140351,49841,614.6959,601.8959,35061.92944,48317.63521,639.6677295,0.286406211,42792.34741,1.058822024,44476.85271,508.2842734,7.2786937,6.11E-12,4.50E-08,0.98175606
262,8.48,35816,6.12,2.37,614.0004219,49454,614.6959,600.5959,35061.92944,47955.20177,616.6784383,0.280086147,42536.13193,1.056371712,44250.627,505.6989519,7.016835486,6.12E-12,4.50E-08,0.982411737
263,8.98,35816,6.53,2.46,588.048374,49083,614.6959,599.2959,35061.92944,47607.5779,590.6371531,0.274520077,42294.14737,1.054439427,44003.36722,502.8732515,6.720253848,6.15E-12,4.51E-08,0.983154459
264,9.48,35816,6.94,2.54,563.4307087,48727,614.6959,597.8959,35061.92944,47273.84782,565.9315591,0.268929772,42065.10238,1.05265767,43752.08969,500.0016361,6.438921618,6.18E-12,4.51E-08,0.983859087
265,9.98,35816,7.36,2.63,547.0927757,48385,614.6959,596.5959,35061.92944,46953.09319,549.5350267,0.263315189,41849.95185,1.050645244,43558.33675,497.7874153,6.252210691,6.21E-12,4.53E-08,0.984326732
266,10.5,35816,7.78,2.71,529.4350554,48056,614.6959,595.0959,35061.92944,46644.39321,531.8125871,0.257719711,41645.84091,1.048990604,43358.187,495.5000913,6.050417151,6.25E-12,4.54E-08,0.984832193
267,11,35816,8.21,2.78,511.9071942,47738,614.6959,593.5959,35061.92944,46345.88593,514.2184878,0.253662215,41454.1156,1.047717968,43150.89697,493.1311679,5.850107651,6.28E-12,4.54E-08,0.985333993
268,11.5,35816,8.64,2.85,497.4722807,47432,614.6959,592.0959,35061.92944,46058.5236,499.7285749,0.248050849,41270.42306,1.046282953,42963.30134,490.9873132,5.68514455,6.30E-12,4.55E-08,0.98574726
269,12,35816,9.07,2.91,484.0140893,47137,614.6959,590.5959,35061.92944,45781.38021,486.2182767,0.243163734,41095.46388,1.044871085,42777.68433,488.8660703,5.531343492,6.31E-12,4.54E-08,0.986132586
270,12.5,35816,9.51,2.97,471.4040404,46852,614.6959,588.9959,35061.92944,45513.52784,473.5586094,0.239085339,40931.22541,1.043769996,42601.14499,486.8485675,5.387235058,6.34E-12,4.54E-08,0.986493652
271,13,35816,9.95,3.03,460.39967,46576,614.6959,587.3959,35061.92944,45254.03674,462.5107355,0.235014178,40768.97072,1.042737274,42441.13524,485.0199661,5.26147642,6.37E-12,4.54E-08,0.986808748
272,13.5,35816,10.4,3.09,451.0721683,46310,614.6959,585.6959,35061.92944,45003.85685,453.1460843,0.228478774,40622.1146,1.041191524,42272.1845,483.0891863,5.154881143,6.40E-12,4.55E-08,0.987075837
273,14,35816,10.8,3.14,441.8503185,46052,614.6959,584.0959,35061.92944,44761.1161,443.8869682,0.225170621,40484.33604,1.040304622,42122.3961,481.3773951,5.049493263,6.42E-12,4.55E-08,0.987339916
274,14.5,35816,11.3,3.19,433.4752351,45802,614.6959,582.2959,35061.92944,44525.82219,435.4778123,0.220216935,40343.45883,1.039148274,41965.71384,479.5868203,4.953782283,6.45E-12,4.55E-08,0.987579753
275,15,35816,11.7,3.24,425.791358,45560,614.6959,580.5959,35061.92944,44297.9826,427.7624585,0.216922284,40212.33693,1.038449472,41831.82748,478.0567586,4.865970452,6.48E-12,4.56E-08,0.987799803
276,15.5,35816,12.2,3.28,419.3271341,45327,614.6959,578.7959,35061.92944,44078.54653,421.2717236,0.212764085,40085.03959,1.037452484,41701.04483,476.5621663,4.792096894,6.49E-12,4.55E-08,0.987984925
277,7.49,35818,5.15,2.34,645.6858974,51776,634.6959,623.3959,35063.83781,50127.02018,648.4457762,0.312652689,43879.34667,1.066817813,45658.13724,521.7840675,7.378939095,5.96E-12,4.51E-08,0.981506708
278,7.98,35818,5.54,2.44,612.9979508,51344,634.6959,622.1959,35063.83781,49723.46552,615.6532766,0.306434015,43580.01588,1.064216694,45363.0889,518.4122364,7.005379183,5.97E-12,4.51E-08,0.982441931
279,8.48,35818,5.94,2.54,583.1106299,50930,634.6959,620.9959,35063.83781,49336.50962,585.6654058,0.300931161,43299.74763,1.061921225,45075.80586,515.1291479,6.663824998,6.00E-12,4.51E-08,0.983297168
280,8.98,35818,6.34,2.64,561.0375,50531,634.6959,619.6959,35063.83781,48963.37344,563.5157207,0.294706067,43036.41164,1.059599985,44824.29387,512.2548529,6.411571879,6.02E-12,4.53E-08,0.983928864
281,9.48,35818,6.74,2.74,538.0255474,50150,634.6959,618.2959,35063.83781,48606.88659,540.4221747,0.289223547,42787.52952,1.057631103,44578.35977,509.4443026,6.148589836,6.06E-12,4.54E-08,0.984587478
282,9.98,35818,7.15,2.84,520.0633803,49782,634.6959,616.9959,35063.83781,48262.39251,522.3945058,0.284479036,42553.40426,1.055782943,44359.22553,506.9400227,5.943317059,6.11E-12,4.56E-08,0.985101616
283,10.5,35818,7.56,2.92,502.0565068,49428,634.6959,615.5959,35063.83781,47930.84556,504.320912,0.27895355,42330.30127,1.053916806,44135.71245,504.3857012,5.737533375,6.13E-12,4.56E-08,0.985617065
284,11,35818,7.98,2.99,484.8795987,49086,634.6959,614.0959,35063.83781,47610.38956,487.0786493,0.274207754,42121.17216,1.052439409,43916.61171,501.8818041,5.541234587,6.13E-12,4.55E-08,0.986108804
285,11.5,35818,8.4,3.08,471.5853896,48755,634.6959,612.5959,35063.83781,47300.10198,473.7330079,0.268678859,41921.79156,1.05082723,43713.82684,499.5643658,5.389307528,6.18E-12,4.57E-08,0.986489414
286,12,35818,8.83,3.16,458.3537975,48435,634.6959,611.0959,35063.83781,46999.99625,460.4500439,0.263890191,41732.15698,1.049346642,43523.40183,497.3881768,5.23809606,6.22E-12,4.58E-08,0.986868236
287,12.5,35818,9.26,3.22,445.8717391,48126,634.6959,609.4959,35063.83781,46710.08538,447.9185737,0.25830831,41551.09212,1.04785066,43324.84538,495.1190611,5.095450312,6.22E-12,4.57E-08,0.987225626
288,13,35818,9.69,3.29,434.9547112,47827,634.6959,607.8959,35063.83781,46429.44316,436.9579655,0.255093405,41377.72111,1.046886942,43158.10858,493.2135826,4.970689829,6.26E-12,4.57E-08,0.987538216
289,13.5,35818,10.1,3.36,426.1425595,47537,634.6959,606.2959,35063.83781,46157.14153,428.1102832,0.248690693,41215.98091,1.045290578,42983.4275,491.2173162,4.869984005,6.29E-12,4.58E-08,0.987790547
290,14,35818,10.6,3.41,416.559824,47257,634.6959,604.5959,35063.83781,45894.12967,418.4884395,0.245447403,41064.05349,1.044399046,42819.52653,489.3442456,4.7604719,6.30E-12,4.57E-08,0.988064956
291,14.5,35818,11,3.49,408.3246418,46986,634.6959,602.9959,35063.83781,45639.47814,410.2196874,0.240593013,40912.86775,1.0431865,42662.58061,487.5506577,4.666359719,6.36E-12,4.60E-08,0.988300776
292,15,35818,11.5,3.54,400.3420904,46722,634.6959,601.1959,35063.83781,45391.31569,402.2040821,0.236539224,40767.46509,1.042245143,42505.82646,485.7592614,4.575134619,6.38E-12,4.60E-08,0.988529376
293,15.5,35818,11.9,3.59,393.0417827,46467,634.6959,599.4959,35063.83781,45151.53018,394.8733774,0.231642565,40631.03814,1.041102732,42346.49604,483.9384233,4.491706243,6.40E-12,4.60E-08,0.988738444
294,8.48,35820,5.77,2.72,564.7977941,52419,654.6959,641.2959,35065.74618,50727.25589,567.2752403,0.32057336,44063.21303,1.067036111,45943.62765,525.0466699,6.454544757,5.90E-12,4.56E-08,0.983822525
295,8.98,35820,6.16,2.83,541.2713781,51996,654.6959,639.9959,35065.74618,50332.44578,543.6669324,0.315943647,43777.38271,1.064963771,45683.0184,522.068411,6.185683393,5.94E-12,4.57E-08,0.984495783
296,9.48,35820,6.55,2.94,517.4098639,51588,654.6959,638.6959,35065.74618,49951.42744,519.7203645,0.309037292,43508.12699,1.062496423,45396.79979,518.7974867,5.912992507,5.97E-12,4.59E-08,0.985178688
297,9.98,35820,6.95,3.04,498.9378289,51195,654.6959,637.3959,35065.74618,49584.22316,501.1805043,0.304385294,43255.98756,1.060619695,45159.24251,516.0826671,5.701892928,6.01E-12,4.59E-08,0.985707405
298,10.5,35820,7.36,3.12,480.5532051,50815,654.6959,635.9959,35065.74618,49228.98429,482.7272681,0.29823341,43014.9196,1.058639254,44913.58503,513.275278,5.491792289,6.00E-12,4.57E-08,0.986233652
299,11,35820,7.77,3.22,465.5742236,50448,654.6959,634.4959,35065.74618,48885.72889,467.6911153,0.294309011,42787.62606,1.057084103,44700.71445,510.8425796,5.320611545,6.05E-12,4.59E-08,0.986662451
300,11.5,35820,8.18,3.3,450.6833333,50093,654.6959,633.0959,35065.74618,48553.53844,452.7427013,0.28963947,42573.14913,1.0555518,44486.33597,508.3926488,5.150437513,6.07E-12,4.59E-08,0.987088748
301,12,35820,8.59,3.39,437.4814159,49749,654.6959,631.5959,35065.74618,48231.49217,439.4885963,0.282663872,42366.70087,1.053663079,44255.67114,505.7565965,4.99956517,6.10E-12,4.60E-08,0.987466726
302,12.5,35820,9.01,3.47,425.2628242,49416,654.6959,629.9959,35065.74618,47919.60396,427.2215264,0.278742329,42170.17936,1.052454414,44065.91708,503.5880752,4.859930334,6.13E-12,4.60E-08,0.987816557
303,13,35820,9.44,3.54,414.4214689,49094,654.6959,628.4959,35065.74618,47617.88727,416.3366863,0.2740067,41982.29326,1.051005339,43874.88363,501.404933,4.736034643,6.15E-12,4.60E-08,0.988126969
304,13.5,35820,9.86,3.62,405.0151934,48781,654.6959,626.8959,35065.74618,47324.47996,406.8921481,0.268486239,41803.80103,1.049476143,43687.7977,499.2669032,4.628539134,6.18E-12,4.61E-08,0.988396307
305,14,35820,10.3,3.69,395.3411924,48478,654.6959,625.1959,35065.74618,47040.33038,397.1783615,0.26451433,41639.17591,1.048388682,43503.02053,497.155258,4.517984042,6.22E-12,4.62E-08,0.988673324
306,14.5,35820,10.7,3.76,386.3023936,48184,654.6959,623.4959,35065.74618,46764.5114,388.1021838,0.259741301,41475.09518,1.047147948,43321.18952,495.0772818,4.41468808,6.25E-12,4.63E-08,0.988932157
307,15,35820,11.2,3.81,378.1853018,47900,654.6959,621.7959,35065.74618,46497.97148,379.9511977,0.254187904,41324.57872,1.045916592,43141.11154,493.0193393,4.321925444,6.25E-12,4.61E-08,0.989164605
308,15.5,35820,11.6,3.88,372.193299,47623,654.6959,620.0959,35065.74618,46237.90403,373.9341276,0.250965806,41167.75967,1.044952682,43003.00124,491.4410061,4.253448458,6.30E-12,4.63E-08,0.989336199
309,8.98,35823,5.99,3,521.1376667,53472,674.6959,660.2959,35068.60871,51709.12725,523.4496455,0.334494135,44518.5875,1.070050134,46483.62702,531.2178167,5.955594071,5.83E-12,4.59E-08,0.985073555
310,9.48,35823,6.37,3.12,500.1467949,53039,674.6959,659.0959,35068.60871,51305.5403,502.3837592,0.328486476,44228.64437,1.067683574,46213.3503,528.1290773,5.715709066,5.87E-12,4.61E-08,0.98567426
311,9.98,35823,6.76,3.23,482.4421053,52620,674.6959,657.6959,35068.60871,50914.78363,484.6145169,0.323153462,43956.35433,1.065389416,45963.11014,525.269317,5.513378759,5.90E-12,4.62E-08,0.98618096
312,10.5,35823,7.16,3.33,463.239039,52216,674.6959,656.3959,35068.60871,50537.81182,465.3393819,0.317797099,43697.79942,1.063360511,45693.5421,522.1886765,5.293924909,5.92E-12,4.62E-08,0.9867306
313,11,35823,7.56,3.43,448.2565598,51824,674.6959,654.9959,35068.60871,50171.84539,450.2996522,0.31323652,43452.55883,1.061670014,45472.54024,519.6630533,5.122704192,5.95E-12,4.62E-08,0.987159466
314,11.5,35823,7.96,3.52,432.4613636,51445,674.6959,653.4959,35068.60871,49817.83571,434.442817,0.307151395,43223.47644,1.059814884,45215.06607,516.7206223,4.942195696,5.97E-12,4.62E-08,0.987611632
315,12,35823,8.37,3.61,420.434903,51076,674.6959,651.9959,35068.60871,49472.99648,422.3689745,0.302546512,43000.95818,1.058206506,45010.64545,514.3844905,4.804756547,5.99E-12,4.62E-08,0.987955924
316,12.5,35823,8.78,3.71,408.9735849,50719,674.6959,650.4959,35068.60871,49139.2115,410.8617747,0.297923098,42788.62465,1.05669121,44801.41906,511.9934382,4.673775882,6.04E-12,4.64E-08,0.988284058
317,13,35823,9.2,3.78,396.9095238,50374,674.6959,648.9959,35068.60871,48816.49644,398.7487642,0.292537205,42586.3062,1.055199446,44577.4688,509.4341206,4.535907032,6.05E-12,4.63E-08,0.988629467
318,13.5,35823,9.62,3.86,481.96,50038,674.6959,647.3959,35068.60871,48502.05835,484.1621404,0.0652,42770.40763,1.046815234,45926.88597,524.8553449,5.507869229,5.89E-12,4.58E-08,0.986193859
319,14,35823,10,3.95,466.06,49712,674.6959,645.7959,35068.60871,48196.84473,468.1980635,0.0638,42571.23293,1.045779181,45665.38119,521.8668518,5.326163028,5.94E-12,4.60E-08,0.986649084
320,9.98,35825,6.58,3.4,651.56,54058,694.6959,678.0959,35070.51706,52254.95598,654.397414,0.0792,45246.86323,1.057275782,49103.91303,561.1626103,7.446068709,5.45E-12,4.55E-08,0.981340526
321,10.5,35825,6.97,3.52,614.74,53628,694.6959,676.6959,35070.51706,51854.47418,617.4453128,0.078,44945.09129,1.056360173,48732.37824,556.9166873,7.025287431,5.52E-12,4.56E-08,0.982394177
322,11,35825,7.36,3.63,582.4,53212,694.6959,675.3959,35070.51706,51466.8162,584.9863119,0.0766,44659.33196,1.055300582,48372.2346,552.800943,6.655703874,5.58E-12,4.58E-08,0.983319712
