,Q_f_HPP [m^3/hr],P_f_RO [bar],RO_rr [%],q_f [m^3/hr],P_c [bar],S_c [mg/L],num_turbos [-],turbo_model [-],suction_pressure [bar],exhaust_pressure [bar],bypass_flowrate [m^3/hr],turbo_efficiency [%],valve_position [-],P_hpp_outlet [bar],hpp_efficiency [%,motor_efficiency [%],vfd_efficiency [%],sec_system [kWh/m^3],warning [-]
213,1626.1,56.49,52.8,11.64714704,52.56,72163,1,AT 7800,1.01,1.4,0,74.4,Closed,38.53,87.2,95.8,97,2.43,0
214,1778.7,34.9,32.3,8.481751287,32.19,54694,0,0,0,0,0,0,0,0,0,0,0,0,1
215,780.6,49.84,37.5,9.326531723,46.77,58404,1,AT 4150,1.01,1.4,0,74.6,Closed,28.7,82.7,95,97,2.69,0
216,1977.5,65,33.2,7.600884295,62.85,55334,0,0,0,0,0,0,0,0,0,0,0,0,1
217,536.5,61.92,50.3,12.59219959,57.17,69575,1,AT 3250,1.01,1.4,0,70.2,Closed,42.45,81.1,94.6,97,3.08,0
218,182.3,50.26,27.4,3.833205734,49.67,51585,0,0,0,0,0,0,0,0,0,0,0,0,1
219,1706.7,66.68,49.6,13.99660464,60.76,68790,1,AT 7800,1.01,1.4,0,75.9,Closed,43.97,87.5,95.9,97,2.96,0
220,1438.2,33.38,33.6,8.26319345,30.85,55542,0,0,0,0,0,0,0,0,0,0,0,0,1
221,2007.2,61.3,23.3,12.96523113,54.29,49222,0,0,0,0,0,0,0,0,0,0,0,0,1
222,1552.1,37.79,55.2,4.426698234,37.24,74827,0,0,0,0,0,0,0,0,0,0,0,0,1
223,1459.9,59.06,43.8,3.43684427,58.68,63452,1,AT 7800,1.01,1.4,0,77.1,Closed,34.24,86.8,95.7,97,2.62,0
224,385.5,59.52,36.2,11.15030541,55.06,57435,1,AT 2150,1.01,1.4,0,72.4,Closed,34.75,79.7,94.2,97,3.56,0
225,1906.7,43.81,54.7,14.38693862,37.97,74217,0,0,0,0,0,0,0,0,0,0,0,0,1
226,979.2,69.98,43.1,7.525829082,68.11,62903,1,AT 4150,1.01,1.5,0,74.7,Closed,41.68,84.9,95.3,97,3.34,0
227,585.5,27.48,30.2,5.598798576,26.27,53277,0,0,0,0,0,0,0,0,0,0,0,0,1
228,2024.5,41.19,51.5,14.55865829,34.94,70658,0,0,0,0,0,0,0,0,0,0,0,0,1
229,2077.5,45.56,52,11.19691551,41.89,71206,0,0,0,0,0,0,0,0,0,0,0,0,1
230,2221.7,39.06,20.4,11.04590943,33.8,47542,0,0,0,0,0,0,0,0,0,0,0,0,1
231,1540.2,48.98,55.7,10.49699625,45.91,75334,1,AT 7800,1.01,1.4,0,72.5,Closed,34.69,87,95.8,97,2.08,0
232,1159.2,60.96,28.6,8.759807562,57.95,52354,1,AT 6000,1.01,1.6,0,76.4,Closed,30.22,85.7,95.4,97,3.58,0
233,819.9,46.3,57.8,7.53716405,44.76,77882,0,0,0,0,0,0,0,0,0,0,0,0,1
234,1522,57.6,32.9,6.623568865,55.97,55131,1,AT 7800,1.01,1.6,0,78.1,Closed,29.11,86.9,95.7,97,2.94,0
235,1390.2,45.89,49.7,9.86993472,42.94,68889,1,AT 7800,1.01,1.4,0,74.9,Closed,30.25,86.5,95.6,97,2.04,0
236,635.3,59.45,35.2,4.06840043,58.85,56741,1,AT 3250,1.01,1.4,0,73.7,Closed,32.02,81.8,94.8,97,3.25,0
237,772.7,44.03,39.8,3.527530342,43.6,60140,1,AT 4150,1.01,1.4,0,74.5,Closed,25.1,82.7,95,97,2.21,0
238,1475.8,67.26,59.1,6.087129216,66.28,79683,0,0,0,0,0,0,0,0,0,0,0,0,1
239,803,40.82,22.9,4.991289976,39.78,48932,1,AT 6000,1.01,1.4,0,74.2,Closed,18.87,83.9,95,97,2.8,0
240,2195.8,52.15,58.9,6.960369764,50.86,79377,0,0,0,0,0,0,0,0,0,0,0,0,1
241,1048.3,34.76,45.4,5.288913297,33.86,64814,1,AT 6000,1.01,1.4,0,74.9,Closed,21.49,85.2,95.3,97,1.59,0
242,1736,41.66,44.6,4.250303141,41.08,64077,0,0,0,0,0,0,0,0,0,0,0,0,1
243,1511.8,58.84,35.9,8.45113349,56.27,57274,1,AT 7800,1.01,1.4,0,78.1,Closed,31.39,86.9,95.7,97,2.91,0
244,934.9,51.53,44.3,10.79289888,47.76,63845,1,AT 6000,1.01,1.4,0,74.6,Closed,32.26,84.7,95.2,97,2.51,0
245,997.3,68.36,33.5,5.536691392,67.23,55564,1,AT 4150,1.01,2.5,0,75.3,Closed,35.95,85,95.3,97,3.69,0
246,2117.2,32.54,30,9.11864119,29.33,53161,0,0,0,0,0,0,0,0,0,0,0,0,1
247,269.3,51.22,30.8,15.36076233,42.18,53685,1,AT 1500,1.01,1.9,0,69.6,Closed,31.83,78.1,93.8,97,3.91,0
248,1550.3,28.64,48.6,14.73722572,21.99,67742,0,0,0,0,0,0,0,0,0,0,0,0,1
249,1773.2,31.26,27.5,8.93903038,28.09,51620,0,0,0,0,0,0,0,0,0,0,0,0,1
250,1837.5,29.53,48.4,5.22310906,28.69,67532,0,0,0,0,0,0,0,0,0,0,0,0,1
251,1103.9,60.97,44.6,13.86902367,54.76,64116,1,AT 6000,1.01,1.4,0,75.4,Closed,38.69,85.5,95.4,97,2.97,0
252,749.9,46.66,25.9,10.59028329,42.11,50677,0,0,0,0,0,0,0,0,0,0,0,0,1
253,1827.3,63.66,33.2,10.87491261,59.26,55371,0,0,0,0,0,0,0,0,0,0,0,0,1
254,744.6,39.18,54.2,12.00688157,35.08,73633,1,LPT 2000,1.01,1.4,0,126.7,Closed,19.64,82.5,94.9,97,1.26,0
255,2008.9,57.53,43,15.23256342,49.89,62729,0,0,0,0,0,0,0,0,0,0,0,0,1
256,1514.7,68.08,31.4,11.91231596,62.69,54174,1,AT 7800,1.01,1.8,0,77.8,Closed,35.6,86.9,95.7,97,3.79,0
257,277.7,41.55,40.9,14.762779,34.18,61022,1,AT 1500,1.01,1.4,0,69.6,Closed,28.07,78.2,93.8,97,2.58,0
258,1072.7,62.8,30.6,13.38589191,55.93,53619,1,AT 6000,1.01,1.4,0,76.1,Closed,34.01,85.3,95.4,97,3.8,0
259,432.7,41.28,45.2,9.257438697,38.53,64594,1,AT 3250,1.01,1.4,0,71.6,Closed,26.71,80.2,94.3,97,2.15,0
260,2047.8,49.41,26.8,10.61537174,44.89,51239,0,0,0,0,0,0,0,0,0,0,0,0,1
261,1835.3,31.96,29.6,4.463177577,31.19,52911,0,0,0,0,0,0,0,0,0,0,0,0,1
262,2230.2,62.04,59.7,12.38636495,58,80417,0,0,0,0,0,0,0,0,0,0,0,0,1
263,58.3,67.76,53.3,7.692043896,66.06,72737,1,AT 250,1.01,1.4,0,62.1,Closed,48.99,71.4,92.1,97,3.92,0
264,761.8,57.85,41.6,9.693717492,54.7,61601,1,AT 4150,1.01,1.4,0,74.3,Closed,34.72,82.6,95,97,2.96,0
265,1460.6,52.53,34.3,12.23712733,47.04,56113,1,AT 7800,1.01,1.5,0,77.8,Closed,29.24,86.8,95.7,97,2.84,0
266,1886.7,59.38,43.9,14.10045969,52.91,63542,0,0,0,0,0,0,0,0,0,0,0,0,1
267,509.2,37.74,32.3,13.60424455,30.78,54662,1,LPT 2000,1.01,1.4,0,79.1,Closed,22.02,80.9,94.5,97,2.44,0
268,1567.6,57.92,51.4,14.67246996,51.56,70658,1,AT 7800,1.01,1.4,0,74.8,Closed,39.68,87.1,95.8,97,2.58,0
269,1662.3,64.95,37,5.584666796,63.84,58063,1,AT 7800,1.01,1.6,0,78.3,Closed,34.26,87.3,95.8,97,3.07,0
270,726.4,62.15,40.5,9.038029081,59.37,60716,1,AT 3250,1.01,1.4,0,74.1,Closed,36.58,82.4,94.9,97,3.22,0
271,1695,49.5,30.4,12.62328416,43.37,53448,0,0,0,0,0,0,0,0,0,0,0,0,1
272,2214.6,49.3,26.9,14.70887137,40.63,51248,0,0,0,0,0,0,0,0,0,0,0,0,1
273,1116.6,60.52,33.6,5.728832029,59.31,55597,1,AT 6000,1.01,1.4,0,76.1,Closed,31.24,85.5,95.4,97,3.16,0
274,290.9,30.77,34,10.97993777,26.33,55854,1,LPT 1000,1.01,1.4,0,69.4,Closed,19.35,78.4,93.9,97,2.1,0
275,843.7,51.08,60,5.853059079,50.18,80790,0,0,0,0,0,0,0,0,0,0,0,0,1
276,1508.4,46.76,50.5,14.3295406,40.62,69634,1,AT 7800,1.01,1.4,0,75,Closed,32.2,86.9,95.7,97,2.13,0
277,1714.3,67.83,47.6,5.837020184,66.78,66948,1,AT 7800,1.01,1.4,0,76.5,Closed,41.64,87.5,95.9,97,2.91,0
278,2113.4,38.83,34.1,15.10818342,30.43,55884,0,0,0,0,0,0,0,0,0,0,0,0,1
279,499.4,47.26,35.1,13.91065579,40.23,56628,1,AT 3250,1.01,1.4,0,73,Closed,28.86,80.8,94.5,97,2.98,0
280,1408.8,59.56,47.3,13.19382621,54.14,66597,1,AT 7800,1.01,1.4,0,75.9,Closed,38.47,86.6,95.7,97,2.74,0
281,729.8,43.37,53.3,7.43998674,41.78,72598,1,AT 4150,1.01,1.4,0,69.9,Closed,30.19,82.4,94.9,97,2,0
282,600.3,28.92,35.4,8.33021755,26.41,56838,1,AT 4150,1.01,1.4,0,73.2,Closed,17.1,81.6,94.7,97,1.69,0
283,199.2,66.81,26.1,12.60130916,60.39,50807,1,AT 1500,1.01,1.4,0,68.3,Closed,37.03,76.8,93.5,97,5.51,0
284,902.3,31.53,34.8,14.88222089,23.45,56404,1,AT 7800,1.01,1.4,0,74.4,Closed,20.83,84.5,95.2,97,2.03,0
285,481,29.1,56.7,10.80400863,25.9,76492,1,LPT 2000,1.01,1.4,0,69.8,Closed,21.69,80.6,94.5,97,1.37,0
286,671,39.33,36.4,11.18536065,34.85,57518,1,AT 4150,1.01,1.4,0,74,Closed,23.6,82,94.8,97,2.28,0
287,592.7,39.1,26.7,9.001229807,35.85,51120,1,AT 4150,1.01,1.4,0,73.4,Closed,20.56,81.5,94.7,97,2.72,0
288,486.8,34.44,59.2,11.81192795,30.75,79735,1,LPT 2000,1.01,1.4,0,69.2,Closed,26.15,80.7,94.5,97,1.6,0
289,924.1,40.69,52.2,13.48603046,35.37,71412,1,AT 6000,1.01,1.4,0,71.5,Closed,29.08,84.6,95.2,97,1.91,0
290,779.2,47.25,57.2,7.506858344,45.71,77150,1,AT 4150,1.01,1.4,0,68,Closed,34.35,82.7,95,97,2.13,0
291,1046.1,64.9,50,8.926140223,62.5,69270,0,0,0,0,0,0,0,0,0,0,0,0,1
292,1943.1,57.07,34.2,11.97662245,51.8,56011,0,0,0,0,0,0,0,0,0,0,0,0,1
293,297.9,44.81,42,7.953952171,42.7,61881,1,AT 1500,1.01,1.4,0,69.6,Closed,28.13,78.5,93.9,97,2.51,0
294,314.7,57.48,28.4,4.642221123,56.63,52249,1,AT 2150,1.01,2.5,0,71.9,Closed,29.61,78.8,94,97,3.9,0
295,653.5,36.82,48,15.4696036,29.43,67236,1,LPT 2000,1.01,1.4,0,101.4,Closed,22.05,81.9,94.8,97,1.62,0
296,1195.1,48.6,47.9,13.85140383,42.67,67103,1,AT 6000,1.01,1.4,0,74.7,Closed,32.54,85.8,95.5,97,2.3,0
297,708.6,67.7,39.3,8.00423603,65.48,59811,1,AT 3250,1.01,1.4,0,73.9,Closed,38.96,82.3,94.9,97,3.54,0
298,272.9,69.46,53.6,6.47183147,68.26,73061,0,0,0,0,0,0,0,0,0,0,0,0,1
299,1329.3,51.48,38.3,9.712259629,48.19,58976,1,AT 7800,1.01,1.4,0,77.3,Closed,29.17,86.3,95.6,97,2.55,0
300,358.8,52.09,34,6.034660331,50.75,55863,1,AT 2150,1.01,1.4,0,72.2,Closed,28.57,79.4,94.1,97,3.11,0
301,751,52.06,37.6,4.295951513,51.41,58440,1,AT 4150,1.01,1.4,0,74.4,Closed,28.84,82.5,95,97,2.71,0
302,656.9,58.64,31.8,10.84923237,54.19,54385,1,AT 3250,1.01,1.4,0,73.9,Closed,32.04,82,94.8,97,3.6,0
303,1498.8,36.8,21.9,7.858742381,34.18,48377,0,0,0,0,0,0,0,0,0,0,0,0,1
304,482.7,50.96,54.9,12.9933634,46.21,74498,1,AT 3250,1.01,1.4,0,67.7,Closed,37.28,80.6,94.5,97,2.48,0
305,792.7,42.43,27.7,6.147490401,40.93,51753,1,AT 6000,1.01,1.4,0,74.6,Closed,21.12,82.8,95,97,2.64,0
306,1415.9,28.85,34.6,14.37548558,21.3,56231,0,0,0,0,0,0,0,0,0,0,0,0,1
307,1908.5,30.45,21.6,13.50700258,22.68,48185,0,0,0,0,0,0,0,0,0,0,0,0,1
308,462.2,67.37,52.8,4.624755459,66.76,72169,1,AT 2150,1.01,1.4,0,68.4,Closed,46.26,80.4,94.4,97,3.23,0
309,2190.2,36.58,53.1,8.592342982,34.45,72413,0,0,0,0,0,0,0,0,0,0,0,0,1
310,310.2,30.33,37.8,13.67508197,23.76,58575,1,LPT 2000,1.01,1.4,0,69.3,Closed,20.69,78.7,94,97,2.02,0
311,1176,37.1,30.9,6.525798516,35.47,53796,1,AT 7800,1.01,1.4,0,76.6,Closed,19.07,85.8,95.5,97,2.04,0
312,1291.4,57.96,34.2,14.4372874,50.3,56025,1,AT 7800,1.01,1.4,0,77.1,Closed,33.15,86.2,95.6,97,3.27,0
313,87.8,60.65,35.3,4.644876013,59.87,56789,1,AT 425,1.01,1.4,0,65.6,Closed,35.84,73.2,92.5,97,4.17,0
314,954.6,31.46,27.8,15.13923065,22.37,51754,0,0,0,0,0,0,0,0,0,0,0,0,1
315,1858.2,28.06,25.8,4.690680278,27.17,50590,0,0,0,0,0,0,0,0,0,0,0,0,1
316,2056.7,50.27,29.7,13.16280032,43.55,52992,0,0,0,0,0,0,0,0,0,0,0,0,1
317,1667.6,43.3,22.5,13.62188412,35.49,48683,0,0,0,0,0,0,0,0,0,0,0,0,1
318,2010,60.27,39.1,5.157675916,59.35,59609,0,0,0,0,0,0,0,0,0,0,0,0,1
319,1528.1,69.24,41.5,13.03718002,63.53,61541,1,AT 7800,1.01,1.4,0,77.6,Closed,41.04,87,95.8,97,3.32,0
320,163.9,58.44,29.2,6.113576557,56.98,52710,1,AT 875,1.01,1.4,0,67.7,Closed,31.8,76,93.2,97,4.26,0
321,916.5,44.08,20.6,15.29942871,34.02,47684,1,AT 7800,1.01,1.4,0,74.4,Closed,24.81,84.6,95.2,97,4.11,0
322,690.2,36.09,42.3,10.43604808,32.47,62155,1,AT 4150,1.01,1.4,0,73.8,Closed,22.86,82.2,94.9,97,1.9,0
323,1118.7,45.49,58.1,5.969327231,44.53,78271,0,0,0,0,0,0,0,0,0,0,0,0,1
324,1831.7,38.04,49.6,9.662096648,35.21,68746,0,0,0,0,0,0,0,0,0,0,0,0,1
325,888.9,33.77,37.9,6.193005183,32.43,58629,1,AT 6000,1.01,1.4,0,75.1,Closed,19.29,84.4,95.1,97,1.72,0
326,1544.2,29.92,40.1,7.590935985,27.95,60345,0,0,0,0,0,0,0,0,0,0,0,0,1
327,1518.5,54.26,50.2,9.390440816,51.61,69388,1,AT 7800,1.01,1.4,0,75.2,Closed,35.46,86.9,95.7,97,2.36,0
328,1995.2,52.35,46.1,8.555878683,50.03,65495,0,0,0,0,0,0,0,0,0,0,0,0,1
329,776.6,46.17,30.5,7.126686072,44.22,53536,1,AT 4150,1.01,1.4,0,74.5,Closed,23.99,82.7,95,97,2.75,0
330,2039.6,69.42,34.9,3.741221031,68.91,56563,0,0,0,0,0,0,0,0,0,0,0,0,1
331,1570.3,69.62,23.9,10.62398527,64.94,49549,0,0,0,0,0,0,0,0,0,0,0,0,1
332,318,33.89,38.8,12.43808667,28.52,59313,1,LPT 1000,1.01,1.4,0,70.1,Closed,22.26,78.8,94,97,2.12,0
333,1861.3,33.95,44,9.763418478,30.85,63594,0,0,0,0,0,0,0,0,0,0,0,0,1
334,578.1,66.41,29.4,14.55660847,58.17,52877,1,AT 3250,1.01,1.4,0,73.4,Closed,36.99,81.4,94.7,97,4.55,0
335,59.3,44.44,24.8,14.60480441,35.69,50015,0,0,0,0,0,0,0,0,0,0,0,0,1
336,609.6,58.38,33.5,10.75361627,54.09,55529,1,AT 3250,1.01,1.4,0,73.6,Closed,32.58,81.6,94.7,97,3.49,0
337,103.8,47.86,38,15.31648132,39.63,58754,1,AT 875,1.01,1.4,0,65.1,Closed,32.43,74,92.7,97,3.45,0
338,152.4,56.84,32.5,8.808708108,53.93,54850,1,AT 875,1.01,1.4,0,67.4,Closed,32.96,75.7,93.2,97,4,0
339,800,67.79,29.8,11.16587713,62.96,53114,1,AT 4150,1.01,1.7,0,74.4,Closed,35.78,83.8,95,97,4.19,0
340,2095.6,64.46,45.8,3.990984516,63.95,65218,0,0,0,0,0,0,0,0,0,0,0,0,1
341,2265.9,27.16,33.7,7.914419354,24.84,55587,0,0,0,0,0,0,0,0,0,0,0,0,1
342,1597,43.11,42,11.50909799,38.69,61915,0,0,0,0,0,0,0,0,0,0,0,0,1
343,1849.3,30.55,45.8,5.051581818,29.74,65177,0,0,0,0,0,0,0,0,0,0,0,0,1
344,1134.4,54.88,48.7,11.36263657,50.93,67951,1,AT 6000,1.01,1.4,0,74.1,Closed,36.05,85.6,95.4,97,2.52,0
345,1583.7,34.85,28.8,8.816163542,31.81,52394,0,0,0,0,0,0,0,0,0,0,0,0,1
346,1013.5,55.67,23.4,8.141523654,52.91,49251,1,AT 6000,1.01,1.4,0,75.3,Closed,25.94,85.1,95.3,97,3.76,0
347,472.5,50.13,58.7,14.60815945,44.44,79079,1,AT 3250,1.01,1.4,0,65.4,Closed,38.5,80.5,94.4,97,2.41,0
348,155.6,45.83,58.2,14.07719942,40.5,78444,1,AT 875,1.01,1.4,0,64.3,Closed,35.32,75.7,93.2,97,2.39,0
349,1343.9,61.51,31.6,5.653656631,60.3,54274,1,AT 7800,1.01,1.4,0,77.1,Closed,30.43,86.4,95.6,97,3.23,0
350,1992.3,55.43,47.8,8.069060236,53.42,67068,0,0,0,0,0,0,0,0,0,0,0,0,1
351,1314.1,56.27,48.3,10.94884884,52.58,67517,1,AT 6000,1.01,1.4,0,75.1,Closed,36.4,86.3,95.6,97,2.54,0
352,938.6,60.8,46.7,9.30313148,58.08,66025,1,AT 4150,1.01,1.4,0,73.8,Closed,38.5,84.7,95.2,97,2.85,0
353,2101.5,54.79,57.5,8.285735182,52.92,77607,0,0,0,0,0,0,0,0,0,0,0,0,1
354,1564.1,50.58,37.1,11.68071343,45.74,58099,1,AT 7800,1.01,1.6,0,78.3,Closed,28.85,87.1,95.8,97,2.58,0
355,1030.4,40.16,54.2,13.54011233,34.95,73588,1,AT 6000,1.01,1.4,0,71,Closed,29.25,85.1,95.3,97,1.84,0
356,1786.9,54.85,21.2,3.567307504,54.31,48037,0,0,0,0,0,0,0,0,0,0,0,0,1
357,2255.8,45.21,25.2,14.02503998,37.17,50232,0,0,0,0,0,0,0,0,0,0,0,0,1
358,2141.8,53.4,50.4,11.09714598,49.72,69605,0,0,0,0,0,0,0,0,0,0,0,0,1
359,633.3,68.19,59.3,9.382421444,65.86,79867,0,0,0,0,0,0,0,0,0,0,0,0,1
360,2127.3,49.56,57.8,4.506890673,49.01,77979,0,0,0,0,0,0,0,0,0,0,0,0,1
361,1972,42.97,35,13.08218466,36.74,56546,0,0,0,0,0,0,0,0,0,0,0,0,1
362,2035.3,59.26,44.8,14.13657068,52.83,64282,0,0,0,0,0,0,0,0,0,0,0,0,1
363,402.1,63.05,47.8,10.36140934,59.72,67034,1,AT 1500,1.01,2.2,0,69.8,Closed,42.1,79.8,94.2,97,3.27,0
364,1820.1,69.16,31.9,6.273016025,67.67,54526,1,AT 7800,1.01,2.8,0,78.7,Closed,34.4,87.7,95.9,97,3.56,0
365,899,46.88,45.5,11.42043261,42.72,64879,1,AT 6000,1.01,1.4,0,74.1,Closed,30.2,84.5,95.2,97,2.29,0
366,813.5,56.01,25.9,5.746233646,54.67,50679,0,0,0,0,0,0,0,0,0,0,0,0,1
367,2135.2,54.6,36.7,3.724513736,54.1,57834,0,0,0,0,0,0,0,0,0,0,0,0,1
368,1243.3,35.63,38.8,9.140912215,32.73,59368,1,AT 7800,1.01,1.4,0,76.9,Closed,20.89,86,95.5,97,1.79,0
369,143,45.24,51.9,13.05312885,40.25,71135,1,AT 875,1.01,1.4,0,65.9,Closed,32.93,75.4,93.1,97,2.51,0
370,1395,63.01,43.3,12.79210395,57.64,63053,1,AT 6000,1.01,1.5,0,77,Closed,38.5,86.6,95.6,97,3,0
371,222.2,43.59,51,6.795122988,42.22,70196,0,0,0,0,0,0,0,0,0,0,0,0,1
372,1997.9,37.45,54.3,7.208477111,35.98,73698,0,0,0,0,0,0,0,0,0,0,0,0,1
373,1063.4,65.36,28.3,12.77625245,58.93,52149,1,AT 6000,1.01,1.4,0,75.9,Closed,34.06,85.3,95.3,97,4.11,0
374,2178,64.05,45,6.023314672,62.88,64517,0,0,0,0,0,0,0,0,0,0,0,0,1
375,1380.2,49.6,53.5,4.903599729,48.91,72856,1,AT 7800,1.01,1.4,0,73,Closed,33.47,86.5,95.6,97,2.1,0
376,1129.2,49.71,52.6,10.54407459,46.48,71900,1,AT 6000,1.01,1.4,0,72.3,Closed,34.26,85.6,95.4,97,2.22,0
377,62.7,65.17,56.9,7.820030351,63.5,76866,1,AT 350,1.01,1.4,0,60.2,Closed,49.07,71.7,92.2,97,3.66,0
378,619.9,66.07,20.9,10.9370517,60.94,47886,1,AT 4150,1.01,1.4,0,72.7,Closed,31.82,81.7,94.7,97,5.45,0
379,967,43.16,54.4,8.380031755,41.18,73913,1,AT 6000,1.01,1.4,0,70.6,Closed,30.36,84.8,95.2,97,1.91,0
380,89.2,57.32,28,4.883149407,56.38,51960,1,AT 550,1.01,1.4,0,67.7,Closed,30.51,73.3,92.6,97,4.45,0
381,2019.4,53.82,48.4,13.71729346,48.04,67641,0,0,0,0,0,0,0,0,0,0,0,0,1
382,2148.3,46.1,38.1,13.14150205,40.05,58846,0,0,0,0,0,0,0,0,0,0,0,0,1
383,219.8,31.88,43.8,12.46440198,26.81,63349,1,LPT 1000,1.01,1.4,0,68,Closed,22.17,77.2,93.6,97,1.91,0
384,1678.8,52.22,41.6,5.548968939,51.19,61642,1,AT 7800,1.01,1.4,0,78.5,Closed,29.39,87.4,95.9,97,2.33,0
385,38.7,52.56,27.3,13.85670042,44.91,51538,1,AT 250,1.01,1.4,0,60.6,Closed,33.39,69.4,91.6,97,5.34,0
386,700.4,34.95,59.3,10.56874238,31.99,79887,1,LPT 2000,1.01,1.4,0,108.6,Closed,21.43,82.2,94.9,97,1.26,0
387,2096.9,58.65,35.5,12.73124136,52.79,56937,0,0,0,0,0,0,0,0,0,0,0,0,1
388,716.3,48.18,32.4,3.415895094,47.74,54783,1,AT 4150,1.01,1.4,0,74.2,Closed,24.93,82.3,94.9,97,2.71,0
389,926.8,36.68,31,13.55639001,29.67,53819,1,AT 7800,1.01,1.4,0,75.3,Closed,21.99,84.6,95.2,97,2.41,0
390,1759.5,41.31,22.2,10.68539524,36.48,48543,0,0,0,0,0,0,0,0,0,0,0,0,1
391,187.4,29.54,49.7,10.69137521,26.09,68799,1,LPT 1000,1.01,1.4,0,65.3,Closed,21.43,76.5,93.4,97,1.65,0
392,1935.7,68.06,27.9,12.54674204,61.83,51948,0,0,0,0,0,0,0,0,0,0,0,0,1
393,1138.9,58.21,55.3,10.86756279,54.91,74930,1,AT 6000,1.01,1.4,0,70.9,Closed,41.24,85.6,95.4,97,2.55,0
394,883.8,36.28,58.6,6.889311744,35.01,78950,1,AT 6000,1.01,1.4,0,67.7,Closed,26.86,84.4,95.1,97,1.57,0
395,1967.8,42.49,26.2,5.674143238,41.19,50861,0,0,0,0,0,0,0,0,0,0,0,0,1
396,2003.2,66.2,58.5,11.86576557,62.43,78847,0,0,0,0,0,0,0,0,0,0,0,0,1
397,1303,61.74,39.4,12.3011462,56.53,59830,1,AT 6000,1.01,1.5,0,77.2,Closed,36.01,86.2,95.6,97,3.09,0
398,1236.1,46.56,49,11.08099949,42.81,68152,1,AT 7800,1.01,1.4,0,74.5,Closed,30.83,86,95.5,97,2.12,0
399,301.8,54.21,44.7,12.78177354,48.94,64227,1,AT 1500,1.01,1.4,0,69,Closed,36.07,78.6,93.9,97,3.04,0
400,288.5,56.18,47.4,15.02187036,49.16,66719,1,AT 1500,1.01,1.4,0,68,Closed,39.1,78.4,93.9,97,3.13,0
401,828,38.21,56.8,6.366135366,37.1,76632,1,LPT 2000,1.01,1.4,0,162.3,Closed,13.18,84,95.1,97,0.77,0
402,2050.3,69.92,21.9,5.495908362,68.64,48419,0,0,0,0,0,0,0,0,0,0,0,0,1
403,1145.4,61.68,53.6,3.673802596,61.29,73087,1,AT 6000,1.01,1.4,0,71.7,Closed,41.77,85.6,95.4,97,2.66,0
404,1782.3,42.32,41,10.88787457,38.31,61061,0,0,0,0,0,0,0,0,0,0,0,0,1
405,1954.2,36.76,59.7,8.454320178,34.88,80404,0,0,0,0,0,0,0,0,0,0,0,0,1
406,913,47.81,36.5,11.27651723,43.26,57620,1,AT 6000,1.01,1.4,0,75.3,Closed,27.81,84.5,95.2,97,2.61,0
407,1671.9,33.52,54.5,9.222839528,31.12,74005,0,0,0,0,0,0,0,0,0,0,0,0,1
408,1911.8,55.98,32,7.681631203,53.75,54506,0,0,0,0,0,0,0,0,0,0,0,0,1
409,1531.3,63.95,45.5,10.36955175,60.52,64963,1,AT 7800,1.01,1.4,0,76.8,Closed,39.21,87,95.8,97,2.89,0
410,2164,63.42,44.5,6.05948648,62.23,64056,0,0,0,0,0,0,0,0,0,0,0,0,1
411,1136.4,35.79,33.8,6.738883889,34.11,55737,1,AT 7800,1.01,1.4,0,76.4,Closed,19.25,85.6,95.4,97,1.89,0
412,1174.5,46.85,37.3,15.34173252,38.52,58205,1,AT 7800,1.01,1.4,0,76.6,Closed,29.03,85.8,95.5,97,2.63,0
413,959.5,62.33,52.9,13.21391772,57.28,72212,0,0,0,0,0,0,0,0,0,0,0,0,1
414,494,40.2,24.2,12.44818567,33.8,49665,1,AT 4150,1.01,1.4,0,72.6,Closed,22.36,80.7,94.5,97,3.31,0
415,1336.4,54.62,32.7,12.19583143,49.06,54980,1,AT 7800,1.01,1.4,0,77.3,Closed,29.82,86.4,95.6,97,3.06,0
416,797.4,65.27,48.1,8.377225046,63.11,67394,1,AT 4150,1.01,1.4,0,72.4,Closed,42.09,82.8,95,97,3.11,0
417,1478.3,39.3,27.5,7.580548908,37.01,51605,0,0,0,0,0,0,0,0,0,0,0,0,1
418,74.1,34.4,41.5,11.63712273,29.85,61438,1,AT 550,1.01,1.4,0,67.8,Closed,23.11,72.5,92.3,97,2.28,0
419,2168.7,45.17,58.7,14.43077945,39.62,79120,0,0,0,0,0,0,0,0,0,0,0,0,1
420,1359.5,30.52,44.4,6.123185107,29.3,63876,1,AT 7800,1.01,1.4,0,76.6,Closed,18.63,86.4,95.6,97,1.38,0
421,842.6,41.11,21.7,14.08634026,32.68,48269,1,AT 7800,1.01,1.4,0,74.2,Closed,22.94,84.1,95.1,97,3.62,0
422,1825.7,58.75,27.1,10.91091169,54,51422,0,0,0,0,0,0,0,0,0,0,0,0,1
423,1208.3,64.78,22.3,14.85669868,55.47,48649,1,AT 7800,1.01,1.4,0,76.1,Closed,32.8,85.9,95.5,97,4.98,0
424,1032.8,49.93,55.2,12.62022107,45.46,74756,1,AT 6000,1.01,1.4,0,70.5,Closed,36.02,85.1,95.3,97,2.24,0
425,830.7,34.6,38.3,4.158278839,34,58980,1,AT 6000,1.01,1.4,0,74.8,Closed,19.55,84,95.1,97,1.74,0
