,Q_f_i [m^3/hr],TDS_f_i [mg/L],Q_c_i [m^3/hr],Q_p_i [m^3/hr],TDS_p_i [mg/L],TDS_c_i [mg/L],P_f_i [psi],P_c_i [psi],c_f_i [ppm],c_c_i [ppm],c_p_i [ppm],rr_i [-],c_fc_i [ppm],pf_i [-],TDS_m_i [mg/L],pi_m_i [psi],pi_p_i [psi],A [m/(s*Pa)],B [m/s],R [-]
4430,5.49,52816,4.87,0.62,2768.387097,59120,674.6959,665.4959,51097.59876,56952.60224,2775.550349,0.111819903,54533.69132,1.018915861,56895.04858,650.2001978,31.63730207,3.62E-12,4.25E-08,0.945681394
4431,5.99,52816,5.35,0.63,2649.634921,58791,674.6959,664.2959,51097.59876,56648.22125,2656.80072,0.107241323,54349.51475,1.018044613,56673.54305,647.6688187,30.28019472,3.61E-12,4.17E-08,0.94800537
4432,6.49,52816,5.83,0.66,2571.954545,58494,674.6959,662.9959,51097.59876,56373.33434,2579.096493,0.102647658,54185.31283,1.017119027,56496.67626,645.647574,29.3924585,3.70E-12,4.23E-08,0.949526073
4433,6.99,52816,6.31,0.68,2500.205882,58224,674.6959,661.5959,51097.59876,56123.34533,2507.333466,0.098034251,54035.86937,1.016180492,56329.14636,643.7330317,28.57251026,3.74E-12,4.24E-08,0.950930503
4434,7.48,52816,6.79,0.69,2415.753623,57978,674.6959,660.1959,51097.59876,55895.50136,2422.821664,0.093408495,53901.11176,1.015448021,56139.9673,641.5710815,27.60738453,3.76E-12,4.21E-08,0.952584432
4435,7.98,52816,7.27,0.71,2354.71831,57751,674.6959,658.7959,51097.59876,55685.19057,2361.755932,0.090619867,53778.02532,1.014888541,56003.57608,640.012394,26.90986912,3.84E-12,4.24E-08,0.953779512
4436,8.48,52816,7.76,0.72,2324.902778,57541,674.6959,657.2959,51097.59876,55490.57474,2331.909663,0.08597621,53664.02714,1.014088804,55886.59219,638.6754947,26.56913534,3.82E-12,4.21E-08,0.954363616
4437,8.98,52816,8.24,0.74,2279.648649,57344,674.6959,655.7959,51097.59876,55307.95828,2286.611579,0.084101266,53558.37371,1.013704462,55766.33196,637.3011533,26.05196831,3.91E-12,4.26E-08,0.955250117
4438,9.48,52816,8.73,0.76,2239.026316,57162,674.6959,654.1959,51097.59876,55139.20508,2245.957424,0.078485883,53460.91429,1.012743161,55630.15962,635.7449672,25.58773373,3.96E-12,4.31E-08,0.956045734
4439,9.98,52816,9.22,0.76,2205.513158,56990,674.6959,652.5959,51097.59876,54979.68733,2212.405491,0.076604233,53369.84317,1.012388022,55527.50682,634.5718446,25.20474325,3.95E-12,4.25E-08,0.956702359
4440,10.5,52816,9.71,0.77,2165.909091,56827,674.6959,650.9959,51097.59876,54828.48349,2172.74608,0.073792771,53284.26229,1.012098222,55415.24481,633.2889072,24.75214548,4.01E-12,4.26E-08,0.957478509
4441,11,52816,10.2,0.77,2141.467532,56675,674.6959,649.2959,51097.59876,54687.45469,2148.27083,0.070958359,53204.8576,1.011573045,55315.00563,632.1433676,24.47282581,3.99E-12,4.22E-08,0.957957499
4442,11.5,52816,10.7,0.78,2116.923077,56531,674.6959,647.5959,51097.59876,54553.82272,2123.693191,0.06906711,53129.71268,1.011250782,55226.72442,631.1344844,24.19233023,4.04E-12,4.24E-08,0.958438493
4443,12,52816,11.2,0.78,2099.884615,56393,674.6959,645.7959,51097.59876,54425.73522,2106.626954,0.06622593,53058.10828,1.010769276,55136.62056,630.1047718,23.99761362,4.03E-12,4.21E-08,0.958772486
4444,12.5,52816,11.7,0.79,2076.012658,56263,674.6959,644.0959,51097.59876,54305.05202,2082.711429,0.065279857,52991.16945,1.010695265,55057.39842,629.1994161,23.72480339,4.11E-12,4.25E-08,0.959240522
4445,13,52816,12.2,0.8,2068.225,56139,674.6959,642.2959,51097.59876,54189.91976,2074.912366,0.062428111,52927.44458,1.010171273,54979.46109,628.3087434,23.63580554,4.14E-12,4.28E-08,0.959393153
4446,13.5,52816,12.7,0.8,2060.2,56021,674.6959,640.3959,51097.59876,54080.34113,2066.868209,0.059574423,52866.57326,1.009729171,54901.76086,627.4207803,23.54409533,4.14E-12,4.26E-08,0.95955058
4447,14,52816,13.2,0.8,2054.275,55908,674.6959,638.4959,51097.59876,53975.38986,2060.925825,0.058619676,52808.85522,1.009561225,54841.41806,626.7311789,23.47638406,4.15E-12,4.25E-08,0.959666875
4448,14.5,52816,13.7,0.8,2050.9375,55801,674.6959,636.5959,51097.59876,53875.99696,2057.573893,0.055755382,52754.20068,1.009101717,54768.63625,625.8994238,23.4382429,4.15E-12,4.24E-08,0.959732474
4449,15,52816,14.2,0.8,2050.0625,55697,674.6959,634.6959,51097.59876,53779.37748,2056.686776,0.053845865,52701.23542,1.008854779,54708.48856,625.2120523,23.42824334,4.16E-12,4.24E-08,0.959749835
4450,15.5,52816,14.7,0.8,2051.0375,55599,674.6959,632.6959,51097.59876,53688.32019,2057.651347,0.052882368,52651.54568,1.008624475,54652.43193,624.5714335,23.4393857,4.18E-12,4.24E-08,0.959730958
4451,3.99,53891,3.52,0.48,3615.0625,60671,674.6959,668.8959,52099.44685,58385.79941,3621.856899,0.119978214,55761.00272,1.020111791,58290.50599,666.147573,41.31316189,3.20E-12,4.18E-08,0.930481855
4452,4.49,53891,3.99,0.51,3391.313725,60203,674.6959,667.7959,52099.44685,57953.64754,3398.421376,0.111798367,55500.13612,1.018733627,57941.95188,662.1642748,38.75614681,3.33E-12,4.24E-08,0.93477049
4453,4.99,53891,4.47,0.52,3256.403846,59802,674.6959,666.5959,52099.44685,57583.15597,3263.661498,0.104470635,55279.34514,1.017257313,57694.0381,659.3311004,37.21438821,3.27E-12,4.15E-08,0.93735708
4454,5.49,53891,4.95,0.55,3158.290909,59451,674.6959,665.3959,52099.44685,57258.70287,3165.642696,0.099867519,55086.39506,1.016242265,57513.38523,657.2665881,36.09314739,3.36E-12,4.23E-08,0.939238459
4455,5.99,53891,5.43,0.56,3023.892857,59141,674.6959,664.0959,52099.44685,56972.02642,3031.28881,0.094318576,54917.35393,1.015338872,57272.70419,654.51607,34.55723799,3.39E-12,4.18E-08,0.941817255
4456,6.49,53891,5.91,0.57,2947.77193,58863,674.6959,662.7959,52099.44685,56714.84458,2955.201023,0.088752533,54766.22081,1.014319013,57104.06369,652.5888358,33.68732324,3.37E-12,4.15E-08,0.943277689
4457,6.99,53891,6.39,0.6,2847.933333,58610,674.6959,661.3959,52099.44685,56480.71016,2855.375509,0.085027352,54629.75674,1.013751789,56923.28735,650.5229123,32.54636147,3.54E-12,4.26E-08,0.945193746
4458,7.48,53891,6.88,0.61,2806.721311,58380,674.6959,659.9959,52099.44685,56267.79409,2814.154419,0.08034847,54506.96888,1.012837544,56793.38111,649.0383357,32.07538789,3.52E-12,4.24E-08,0.945984946
4459,7.98,53891,7.37,0.61,2747.032787,58170,674.6959,658.5959,52099.44685,56073.33703,2754.453806,0.076600415,54395.29787,1.012256323,56657.55148,647.486066,31.39326367,3.49E-12,4.16E-08,0.947130844
4460,8.48,53891,7.86,0.63,2675.095238,57975,674.6959,657.0959,52099.44685,55892.72233,2682.486662,0.074715887,54291.874,1.011988041,56518.89021,645.9014363,30.57115683,3.63E-12,4.24E-08,0.948512185
4461,8.98,53891,8.35,0.65,2650.615385,57795,674.6959,655.4959,52099.44685,55725.9605,2658.011741,0.071887175,54197.04997,1.011409568,56426.92173,644.8504148,30.29139953,3.69E-12,4.31E-08,0.948981959
4462,9.48,53891,8.84,0.65,2614.107692,57627,674.6959,653.9959,52099.44685,55570.28097,2621.483543,0.06810949,54109.12507,1.010810316,56313.1976,643.5507682,29.87418732,3.67E-12,4.26E-08,0.949683083
4463,9.98,53891,9.33,0.65,2582.984615,57470,674.6959,652.3959,52099.44685,55424.76404,2590.338824,0.065268308,54027.27855,1.010352965,56212.76179,642.4029815,29.51851084,3.66E-12,4.22E-08,0.950280877
4464,10.5,53891,9.82,0.65,2557.553846,57322,674.6959,650.6959,52099.44685,55287.56167,2564.887725,0.062418457,53949.94059,1.009884651,56116.73295,641.3055579,29.2278864,3.65E-12,4.18E-08,0.950769387
4465,11,53891,10.3,0.67,2517.447761,57183,674.6959,648.9959,52099.44685,55158.67864,2524.744667,0.060518584,53878.48135,1.009672918,56018.26501,640.1802601,28.76955154,3.79E-12,4.28E-08,0.951539895
4466,11.5,53891,10.8,0.67,2500.432836,57052,674.6959,647.2959,52099.44685,55037.19203,2507.710117,0.058609046,53811.53141,1.009324269,55938.47051,639.2683635,28.5751039,3.79E-12,4.26E-08,0.951866857
4467,12,53891,11.3,0.67,2487.328358,56928,674.6959,645.5959,52099.44685,54922.17799,2494.587936,0.055743757,53748.42376,1.008849389,55855.62346,638.3215822,28.42534511,3.78E-12,4.24E-08,0.952118725
4468,12.5,53891,11.8,0.67,2477.328358,56812,674.6959,643.7959,52099.44685,54814.56742,2484.570601,0.053835203,53688.90247,1.008617989,55789.03055,637.5605541,28.31106448,3.78E-12,4.22E-08,0.952310998
4469,13,53891,12.3,0.67,2470.820896,56700,674.6959,641.8959,52099.44685,54710.65214,2478.047483,0.052872675,53632.42873,1.008396038,55725.84254,636.8384376,28.23669678,3.80E-12,4.21E-08,0.952436204
4470,13.5,53891,12.8,0.67,2467.19403,56594,674.6959,640.0959,52099.44685,54612.28979,2474.406576,0.049999675,53578.64822,1.008017231,55656.9192,636.0507773,28.19524873,3.79E-12,4.20E-08,0.952506087
4471,14,53891,13.3,0.67,2466.313433,56494,674.6959,638.1959,52099.44685,54519.48268,2473.512128,0.048075592,53528.12363,1.007690407,55593.83654,635.3298647,28.18518522,3.80E-12,4.20E-08,0.952523255
4472,14.5,53891,13.8,0.67,2468.134328,56398,674.6959,636.2959,52099.44685,54430.37647,2475.319848,0.047112106,53479.75451,1.007521892,55541.02988,634.7263869,28.20599452,3.82E-12,4.20E-08,0.952488558
4473,15,53891,14.3,0.68,2459.323529,56307,674.6959,634.3959,52099.44685,54345.90093,2466.479893,0.045182189,53433.83034,1.007213454,55470.99101,633.9259783,28.10530416,3.90E-12,4.27E-08,0.952658233
4474,15.5,53891,14.8,0.68,2465.411765,56220,674.6959,632.3959,52099.44685,54265.12923,2472.55552,0.043259092,53390.26068,1.007027373,55422.29164,633.3694388,28.1748809,3.92E-12,4.28E-08,0.952541617
4475,3.99,54968,3.57,0.42,4027.904762,60990,674.6959,668.7959,53101.74357,58680.21513,4034.502478,0.106288048,56298.66148,1.01731053,58831.17368,672.3263575,46.03114926,2.90E-12,4.09E-08,0.924023164
4476,4.49,54968,4.05,0.45,3878.533333,60546,674.6959,667.6959,53101.74357,58270.39975,3885.39562,0.098928276,56058.06114,1.015876971,58577.71995,669.4298723,44.32412317,2.99E-12,4.19E-08,0.92683111
4477,4.99,54968,4.53,0.46,3707.043478,60167,674.6959,666.4959,53101.74357,57920.39428,3714.191941,0.093384884,55852.74871,1.014956293,58323.45398,666.5241047,42.3643263,3.02E-12,4.13E-08,0.930055179
4478,5.49,54968,5.01,0.48,3556.3125,59837,674.6959,665.2959,53101.74357,57615.50078,3563.652239,0.086883284,55675.85702,1.013928508,58077.60392,663.7145147,40.64176319,3.12E-12,4.19E-08,0.932890109
4479,5.99,54968,5.5,0.49,3469.489796,59546,674.6959,663.9959,53101.74357,57346.53233,3476.935646,0.082211062,55519.96583,1.013004054,57910.33717,661.8029798,39.64954786,3.11E-12,4.16E-08,0.934523136
4480,6.49,54968,5.99,0.51,3402.27451,59287,674.6959,662.6959,53101.74357,57107.05609,3409.779752,0.077522619,55382.48198,1.012114692,57762.77093,660.1165835,38.88140734,3.18E-12,4.23E-08,0.9357878
4481,6.99,54968,6.47,0.51,3323.921569,59052,674.6959,661.2959,53101.74357,56889.70129,3331.484098,0.072825611,55258.67934,1.011406459,57606.13946,658.3265893,37.985985,3.15E-12,4.15E-08,0.937262247
4482,7.48,54968,6.96,0.53,3241.90566,58840,674.6959,659.8959,53101.74357,56693.56281,3249.51202,0.069049844,55147.7085,1.010839956,57452.44541,656.570164,37.04870203,3.27E-12,4.24E-08,0.938805926
4483,7.98,54968,7.45,0.53,3186.09434,58646,674.6959,658.3959,53101.74357,56514.03041,3193.722405,0.06715761,55046.55115,1.010532511,57340.48048,655.2906217,36.41088674,3.26E-12,4.17E-08,0.939856543
4484,8.48,54968,7.95,0.53,3139.45283,58468,674.6959,656.8959,53101.74357,56349.26513,3147.093058,0.0633636,54954.4675,1.00991839,57220.44274,653.9188229,35.87786464,3.25E-12,4.12E-08,0.940734657
4485,8.98,54968,8.44,0.54,3093.277778,58303,674.6959,655.3959,53101.74357,56196.49932,3100.930284,0.061456954,54869.20402,1.009549837,57115.29707,652.7172115,35.35017323,3.31E-12,4.16E-08,0.941603984
4486,9.48,54968,8.93,0.55,3077.254545,58150,674.6959,653.7959,53101.74357,56054.81454,3084.91175,0.057650399,54791.14143,1.008964543,57027.98159,651.7193647,35.16705872,3.34E-12,4.20E-08,0.941905641
4487,9.98,54968,9.43,0.55,3051.054545,58008,674.6959,652.0959,53101.74357,55923.2911,3058.708975,0.056694669,54718.07083,1.008797517,56949.95489,650.8276707,34.86764347,3.35E-12,4.17E-08,0.942399086
4488,10.5,54968,9.92,0.56,3012.142857,57874,674.6959,650.4959,53101.74357,55799.15521,3019.780874,0.05382744,54650.24246,1.008425337,56847.74873,649.6596522,34.42295825,3.42E-12,4.22E-08,0.943132171
4489,11,54968,10.4,0.56,2995.660714,57750,674.6959,648.7959,53101.74357,55684.26396,3003.289397,0.05094957,54587.25394,1.007933419,56763.0611,648.6918367,34.23459928,3.42E-12,4.20E-08,0.943442735
4490,11.5,54968,10.9,0.56,2984.035714,57633,674.6959,647.0959,53101.74357,55575.84154,2991.654647,0.049990933,54528.13883,1.007807585,56701.47737,647.9880539,34.10174805,3.43E-12,4.19E-08,0.943661838
4491,12,54968,11.4,0.56,2976.160714,57522,674.6959,645.2959,53101.74357,55472.96402,2983.767928,0.046144707,54472.44062,1.007228113,56618.93321,647.044734,34.01175205,3.42E-12,4.18E-08,0.943810359
4492,12.5,54968,11.9,0.56,2971.482143,57418,674.6959,643.4959,53101.74357,55376.56081,2979.075573,0.046144707,54420.26935,1.007228113,56570.6245,646.4926591,33.95828504,3.44E-12,4.17E-08,0.943898724
4493,13,54968,12.4,0.56,2970.767857,57320,674.6959,641.6959,53101.74357,55285.7074,2978.346505,0.043247397,54370.98619,1.00672415,56498.12307,645.6641081,33.95012214,3.44E-12,4.17E-08,0.943912454
4494,13.5,54968,12.9,0.56,2973.285714,57226,674.6959,639.7959,53101.74357,55198.55142,2980.848561,0.043247397,54324.05118,1.00672415,56454.74097,645.1683348,33.97889637,3.47E-12,4.17E-08,0.943865335
4495,14,54968,13.4,0.55,2961.254545,57138,674.6959,637.8959,53101.74357,55116.94893,2968.79223,0.040349097,54280.20895,1.006347116,56382.62465,644.344185,33.84140342,3.42E-12,4.10E-08,0.944092378
4496,14.5,54968,13.9,0.55,2969.654545,57054,674.6959,635.9959,53101.74357,55039.04694,2977.173269,0.038411385,54238.54431,1.006052615,56329.07557,643.7322227,33.93739915,3.43E-12,4.11E-08,0.943934548
4497,15,54968,14.4,0.55,2980.090909,56974,674.6959,634.0959,53101.74357,54964.84665,2987.58861,0.038411385,54198.68796,1.006052615,56292.77378,643.3173635,34.05666657,3.45E-12,4.12E-08,0.943738408
4498,15.5,54968,14.9,0.55,2993.109091,56898,674.6959,632.0959,53101.74357,54894.34923,3000.583536,0.037438117,54160.64637,1.005834502,56246.47439,642.7882511,34.20543917,3.47E-12,4.14E-08,0.943493691
4499,9.98,35825,6.58,3.4,465.8847059,54058,694.6959,678.0959,35070.51706,52254.95598,467.9867124,0.340090899,44655.75158,1.070084282,46719.51689,533.913581,5.324159756,5.78E-12,4.63E-08,0.986655837
4500,10.5,35825,6.97,3.52,448.5167614,53628,694.6959,676.6959,35070.51706,51854.47418,450.553462,0.335562083,44377.27978,1.068093143,46461.44503,530.9643195,5.125677792,5.82E-12,4.64E-08,0.987152928
4501,11,35825,7.36,3.63,433.7760331,53212,694.6959,675.3959,35070.51706,51466.8162,435.7564215,0.330305683,44115.95022,1.066003488,46215.79091,528.1569688,4.957219821,5.85E-12,4.65E-08,0.98757485
4502,9.48,36876,6.37,3.12,515.0855769,54652,694.6959,679.0959,36072.62978,52807.80857,517.3787174,0.32925392,45536.31381,1.068104842,47609.41796,544.0834264,5.886430408,5.70E-12,4.61E-08,0.985657305
4503,9.98,36876,6.76,3.22,493.1732919,54226,694.6959,677.6959,36072.62978,52411.36196,495.3870629,0.323922606,45258.31796,1.065958694,47323.97478,540.8213638,5.636015436,5.72E-12,4.60E-08,0.986266955
4504,10.5,36876,7.15,3.33,475.4933934,53816,694.6959,676.3959,36072.62978,52029.59634,477.6413236,0.318612463,44992.87603,1.063969505,47066.94422,537.8840024,5.433968442,5.76E-12,4.61E-08,0.986758899
4505,11,36876,7.55,3.44,461.5418605,53418,694.6959,674.9959,36072.62978,51658.80792,463.6379185,0.31326833,44743.19545,1.061832262,46854.88663,535.4605949,5.274529445,5.79E-12,4.63E-08,0.9871471
4506,11.5,36876,7.95,3.53,445.1082153,53033,694.6959,673.4959,36072.62978,51299.94626,447.1408041,0.307929002,44507.40077,1.060139807,46597.91594,532.5239176,5.086724713,5.81E-12,4.63E-08,0.98760443
4507,12,36876,8.36,3.63,432.0804408,52658,694.6959,672.0959,36072.62978,50950.23106,434.0619391,0.303326661,44279.57499,1.05857611,46376.55293,529.9941672,4.937842485,5.85E-12,4.64E-08,0.987967
4508,12.5,36876,8.77,3.7,418.4405405,52295,694.6959,670.4959,36072.62978,50611.54238,420.3677749,0.297923098,44062.21535,1.056879307,46133.32543,527.214548,4.781964847,5.85E-12,4.62E-08,0.988346628
4509,13,36876,9.18,3.79,408.1548813,51943,694.6959,668.9959,36072.62978,50282.96233,410.0409719,0.293323275,43855.8549,1.055502721,45944.36495,525.0550958,4.664419685,5.89E-12,4.63E-08,0.988632906
4510,13.5,36876,9.6,3.89,398.2059126,51601,694.6959,667.3959,36072.62978,49963.57089,400.0516269,0.289433544,43660.20347,1.054225601,45751.95973,522.8562768,4.550722244,5.94E-12,4.65E-08,0.988909829
4511,8.48,37928,5.75,2.74,595.9481752,55670,694.6959,681.2959,37074.24928,53754.29143,598.535557,0.322950842,46699.97828,1.068389137,48766.97344,557.3120433,6.810533273,5.59E-12,4.57E-08,0.983855761
4512,8.98,37928,6.14,2.85,569.1382456,55233,694.6959,679.9959,37074.24928,53348.14607,571.6360433,0.317536449,46400.86137,1.065980998,48475.44995,553.9804945,6.50414771,5.62E-12,4.58E-08,0.984581318
4513,9.48,37928,6.53,2.96,547.4939189,54811,694.6959,678.6959,37074.24928,52955.72143,549.9169398,0.311372853,46119.75523,1.063455345,48206.0784,550.9020995,6.256794981,5.64E-12,4.59E-08,0.985167146
4514,9.98,37928,6.93,3.06,524.3990196,54405,694.6959,677.3959,37074.24928,52577.97093,526.7392164,0.305984768,45855.14583,1.061557086,47927.34348,547.7166993,5.992865018,5.68E-12,4.60E-08,0.985792316
4515,10.5,37928,7.33,3.16,506.7541139,54012,694.6959,675.9959,37074.24928,52212.12453,509.0296356,0.301358827,45602.52345,1.059861819,47692.78114,545.0361061,5.791217925,5.71E-12,4.61E-08,0.986269995
4516,11,37928,7.73,3.25,489.3261538,53632,694.6959,674.5959,37074.24928,51858.20064,491.5371127,0.295925803,45363.28174,1.057950437,47456.46869,542.3355125,5.592050099,5.73E-12,4.60E-08,0.986741819
4517,11.5,37928,8.14,3.34,473.7886228,53263,694.6959,673.0959,37074.24928,51514.35297,475.9400785,0.291259969,45136.07418,1.056425575,47223.65033,539.6748496,5.414486216,5.76E-12,4.61E-08,0.987162516
4518,12,37928,8.55,3.42,459.3918129,52906,694.6959,671.5959,37074.24928,51181.52869,461.4878847,0.286575419,44919.38607,1.054904592,47006.06597,537.1882819,5.249958566,5.79E-12,4.61E-08,0.987552334
4519,12.5,37928,8.97,3.52,447.4011364,52560,694.6959,670.0959,37074.24928,50858.81039,449.4502485,0.281118577,44713.22695,1.053291397,46797.83017,534.80855,5.112928359,5.84E-12,4.63E-08,0.987877024
4520,13,37928,9.39,3.59,435.2590529,52225,694.6959,668.4959,37074.24928,50546.21189,437.2600615,0.276391541,44517.2482,1.051860959,46588.30683,532.4141042,4.974167865,5.85E-12,4.62E-08,0.988205828
4521,13.5,37928,9.81,3.66,425.3418033,51900,694.6959,666.8959,37074.24928,50242.81284,427.30306,0.270882197,44336.81616,1.050304577,46393.21381,530.1845689,4.860832912,5.86E-12,4.62E-08,0.988474398
4522,14,37928,10.2,3.74,415.3013369,51584,694.6959,665.2959,37074.24928,49947.69095,417.2221598,0.26770886,44153.27442,1.049337073,46220.13798,528.2066473,4.74608983,5.91E-12,4.63E-08,0.988746309
4523,14.5,37928,10.7,3.79,405.6100264,51278,694.6959,663.5959,37074.24928,49661.79107,407.4911687,0.262154445,43982.15397,1.047911488,46016.6328,525.8809774,4.635336923,5.90E-12,4.61E-08,0.989008782
4524,15,37928,11.1,3.88,396.7340206,50981,694.6959,661.8959,37074.24928,49384.18953,398.5786708,0.258956297,43818.08065,1.04701377,45845.3044,523.9230256,4.53390137,5.97E-12,4.64E-08,0.989249178
4525,15.5,37928,11.5,3.94,389.6956853,50692,694.6959,660.1959,37074.24928,49113.96085,391.5110978,0.254187904,43656.48182,1.045862365,45680.19622,522.036159,4.453466831,5.99E-12,4.64E-08,0.989439811
4526,7.98,38982,5.5,2.49,663.4044177,56243,694.6959,682.2959,38076.32775,54286.48356,666.2292442,0.311107559,47551.75844,1.066217397,49616.74619,567.0232998,7.58142746,5.50E-12,4.56E-08,0.982502797
4527,8.48,38982,5.9,2.59,630.4945946,55806,694.6959,680.9959,38076.32775,53880.6418,633.214598,0.305644975,47250.99404,1.063929625,49309.47681,563.511806,7.20533193,5.52E-12,4.55E-08,0.983369862
4528,8.98,38982,6.29,2.7,606.4492593,55386,694.6959,679.6959,38076.32775,53490.36979,609.0905987,0.300931161,46966.43834,1.061737974,49060.76173,560.6694744,6.930540323,5.56E-12,4.57E-08,0.984003431
4529,9.48,38982,6.69,2.8,580.1678571,54981,694.6959,678.3959,38076.32775,53113.83323,582.7194081,0.293911817,46697.79221,1.059310731,48762.71029,557.2633238,6.630194805,5.59E-12,4.58E-08,0.984696019
4530,9.98,38982,7.1,2.88,558.1760417,54592,694.6959,676.9959,38076.32775,52751.9844,560.6507239,0.289980497,46446.09481,1.057749521,48528.9902,554.5923559,6.378870953,5.60E-12,4.56E-08,0.985275609
4531,10.5,38982,7.5,2.98,540.2630872,54216,694.6959,675.5959,38076.32775,52402.05304,542.6733601,0.284479036,46205.07505,1.055791096,48294.81149,551.9161469,6.174160582,5.64E-12,4.58E-08,0.98574775
4532,11,38982,7.92,3.06,522.2986928,53853,694.6959,674.1959,38076.32775,52064.05678,524.6433318,0.279754713,45979.14454,1.054206833,48072.5688,549.3763434,5.968862351,5.66E-12,4.58E-08,0.986221273
